Слово: Abadsqaja, Не найдено подходящих лемм
Слово: Ptəxtə, Лемма: ptəxə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Puanqare, Не найдено подходящих лемм
Слово: Pulitsjkə, Лемма: pal (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Puləxə, Лемма: pləxə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Puslə, Лемма: pьsla (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Pəls, Лемма: pal (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Pələxi, Лемма: pələxə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Pələxt, Лемма: pələxə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Pəndi, Лемма: pənd (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Pəşərta, Лемма: pşərə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Pəşərţə, Лемма: pşərə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Qadxəji, Лемма: qdəxə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Qalipornija, Низкая уверенность: alpa (62.5%)
Слово: Qambəşьn, Лемма: qəm (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Qampanis, Лемма: qəm (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Qansuelan, Не найдено подходящих лемм
Слово: Qapitalizm, Не найдено подходящих лемм
Слово: Qarbunili, Низкая уверенность: qarţuz (60.0%)
Слово: Qardiml, Низкая уверенность: rəd (62.5%)
Слово: Qaşen, Лемма: qoşun (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Qaşmir, Лемма: qəşmərutə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Qellog, Лемма: qalla (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Qempes, Лемма: qəm (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Qetsqɩj, Низкая уверенность: qesə (62.5%)
Слово: Qitçıs, Не найдено подходящих лемм
Слово: Qiṣətɩ, Лемма: qəttə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Qnusji, Не найдено подходящих лемм
Слово: Qolleqtivizatsijə, Не найдено подходящих лемм
Слово: Qompanja, Не найдено подходящих лемм
Слово: Qongres, Низкая уверенность: qontora (60.0%)
Слово: Qonperensijə, Не найдено подходящих лемм
Слово: Qopenhejgin, Не найдено подходящих лемм
Слово: Qopinhəjgin, Не найдено подходящих лемм
Слово: Qrьm, Лемма: qьrma (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Qtivlun, Низкая уверенность: tvənə (60.0%)
Слово: Quləsər, Лемма: əqlə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Quznetsq, Низкая уверенность: oqun (62.5%)
Слово: Qəmeta, Лемма: qəm (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Qəmə, Лемма: qə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Qəmətə, Лемма: qəmtə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Qənada, Лемма: qə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Qəpitalisti, Не найдено подходящих лемм
Слово: Qəpitalistɩ, Не найдено подходящих лемм
Слово: Qərbinilə, Низкая уверенность: qərəвin (60.0%)
Слово: Qərxənəji, Низкая уверенность: ərxə (62.5%)
Слово: Qətə, Лемма: qə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Raba, Не найдено подходящих лемм
Слово: Radio, Лемма: rəd (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Reno, Не найдено подходящих лемм
Слово: Rezolutşija, Не найдено подходящих лемм
Слово: Rezolutѕija, Не найдено подходящих лемм
Слово: Riqəvəti, Лемма: rəqə (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: Rivjer, Лемма: rvaja (100.0%), не совпало по гласным (совпадение гласных 0.0%)
