Слово: Aden, Предложенная лемма: denə (100.0%)
Слово: Palaxi, Предложенная лемма: pal (100.0%)
Слово: Palty, Предложенная лемма: pal (100.0%)
Слово: Palǝşajə, Предложенная лемма: pal (100.0%)
Слово: Palətta, Предложенная лемма: pal (100.0%)
Слово: Pamir, Предложенная лемма: amra (62.5%)
Слово: Paris, Предложенная лемма: parsupa (100.0%)
Слово: Pariş, Предложенная лемма: parşa (100.0%)
Слово: Parsь, Предложенная лемма: parsupa (100.0%)
Слово: Partia, Предложенная лемма: preta (100.0%)
Слово: Partiji, Предложенная лемма: pərtuli (88.9%)
Слово: Pasqas, Предложенная лемма: pisqar (88.9%)
Слово: Pavlenqo, Предложенная лемма: pava (100.0%)
Слово: Paşьstь, Предложенная лемма: paşa (100.0%)
Слово: Pecora, Предложенная лемма: cara (62.5%)
Слово: Pejpin, Предложенная лемма: pjəninə (77.8%)
Слово: Pejqin, Предложенная лемма: pjəninə (77.8%)
Слово: Pejsal, Предложенная лемма: pьsla (66.7%)
Слово: Permeri, Предложенная лемма: parmeta (88.9%)
Слово: Petrokov, Предложенная лемма: pitvə (70.0%)
Слово: Pečora, Предложенная лемма: apra (100.0%)
Слово: Peşaver, Предложенная лемма: paşa (100.0%)
Слово: Peşil, Предложенная лемма: pəşuri (75.0%)
Слово: Pilta, Предложенная лемма: pal (100.0%)
Слово: Pilə, Предложенная лемма: piləsoputə (100.0%)
Слово: Pinladijə, Предложенная лемма: pindiqqə (70.0%)
Слово: Pioneri, Предложенная лемма: pinəcij (75.0%)
Слово: Pisiрiq, Предложенная лемма: pisqə (100.0%)
Слово: Pjurst, Предложенная лемма: pirsət (70.0%)
Слово: Plan, Предложенная лемма: palan (100.0%)
Слово: Planь, Предложенная лемма: palan (100.0%)
Слово: Plaşta, Предложенная лемма: plaşa (100.0%)
Слово: Plaşь, Предложенная лемма: plaşa (100.0%)
Слово: Plașa, Предложенная лемма: pal (100.0%)
Слово: Plorida, Предложенная лемма: pal (100.0%)
Слово: Plossad, Предложенная лемма: pal (100.0%)
Слово: Pləşa, Предложенная лемма: plaşa (100.0%)
Слово: Polsa, Предложенная лемма: pal (100.0%)
Слово: Polşa, Предложенная лемма: plaşa (100.0%)
Слово: Polša, Предложенная лемма: pal (100.0%)
Слово: Portugal, Предложенная лемма: preta (100.0%)
Слово: Pragə, Предложенная лемма: apra (100.0%)
Слово: Pransa, Предложенная лемма: pransait (100.0%)
Слово: Pransaja, Предложенная лемма: pransait (90.0%)
Слово: Pransajɩ, Предложенная лемма: apra (100.0%)
Слово: Pransajъ, Предложенная лемма: apra (100.0%)
Слово: Pransajь, Предложенная лемма: apra (100.0%)
Слово: Pransau, Предложенная лемма: apra (100.0%)
Слово: Pransə, Предложенная лемма: apra (100.0%)
Слово: Pransəja, Предложенная лемма: pransait (90.0%)
Слово: Prasajъ, Предложенная лемма: apra (100.0%)
Слово: Pravda, Предложенная лемма: praja (66.7%)
Слово: Praștə, Предложенная лемма: apra (100.0%)
Слово: Prezident, Предложенная лемма: periz (100.0%)
Слово: Programa, Предложенная лемма: piroga (100.0%)
Слово: Prolet, Предложенная лемма: parol (100.0%)
Слово: Proletariat, Предложенная лемма: parol (100.0%)
Слово: Proletariji, Предложенная лемма: parol (100.0%)
Слово: Proletarjat, Предложенная лемма: parol (100.0%)
Слово: Prusia, Предложенная лемма: parsupa (100.0%)
Слово: Prusijə, Предложенная лемма: prijşə (77.8%)
Слово: Psansa, Предложенная лемма: pasjana (66.7%)
Слово: Puznama, Предложенная лемма: puzə (100.0%)
Слово: Pəşin, Предложенная лемма: pəşuri (75.0%)
Слово: Pəşta, Предложенная лемма: paşa (100.0%)
Слово: Qalinin, Предложенная лемма: quləni (100.0%)
Слово: Qanal, Предложенная лемма: qandara (75.0%)
Слово: Qanaqirges, Предложенная лемма: qonqi (100.0%)
Слово: Qansq, Предложенная лемма: qonqi (77.8%)
Слово: Qanton, Предложенная лемма: qontora (88.9%)
Слово: Qaraganda, Предложенная лемма: iqara (100.0%)
Слово: Qaspij, Предложенная лемма: spaj (66.7%)
Слово: Qavqaz, Предложенная лемма: qavva (66.7%)
Слово: Qavqazia, Предложенная лемма: qavva (66.7%)
Слово: Qaşkun, Предложенная лемма: qoşun (77.8%)
Слово: Qipnə, Предложенная лемма: qipəliun (75.0%)
Слово: Qiril, Предложенная лемма: qirnij (75.0%)
Слово: Qirin, Предложенная лемма: qirnij (100.0%)
Слово: Qissəti, Предложенная лемма: qissət (100.0%)
Слово: Qitla, Предложенная лемма: tala (62.5%)
Слово: Qiva, Предложенная лемма: qavva (100.0%)
Слово: Qivijute, Предложенная лемма: qujutə (66.7%)
Слово: Qişjuta, Предложенная лемма: qişjutə (100.0%)
Слово: Qjapp, Предложенная лемма: qajra (66.7%)
Слово: Qjulə, Предложенная лемма: qujə (100.0%)
Слово: Qlara, Предложенная лемма: qarar (62.5%)
Слово: Qlas, Предложенная лемма: qalla (75.0%)
Слово: Qnuşjə, Предложенная лемма: qnəjə (77.8%)
Слово: Qolxozь, Предложенная лемма: qolxoz (100.0%)
Слово: Qolçaq, Предложенная лемма: qolə (100.0%)
Слово: Qomintern, Предложенная лемма: qoma (100.0%)
Слово: Qomisija, Предложенная лемма: qoma (100.0%)
Слово: Qomitet, Предложенная лемма: qoma (100.0%)
Слово: Qomiteti, Предложенная лемма: qoma (100.0%)
Слово: Qompartia, Предложенная лемма: qoma (100.0%)
Слово: Qomsomol, Предложенная лемма: qoma (100.0%)
Слово: Qomsomolь, Предложенная лемма: qoma (100.0%)
Слово: Qomunizm, Предложенная лемма: qoma (100.0%)
Слово: Qonperensija, Предложенная лемма: qonpetə (66.7%)
Слово: Qonqres, Предложенная лемма: qonqi (100.0%)
Слово: Qoreja, Предложенная лемма: qora (100.0%)
Слово: Qorovin, Предложенная лемма: qora (100.0%)
Слово: Qosarev, Предложенная лемма: qusarta (88.9%)
Слово: Qoxinxinə, Предложенная лемма: qoxa (100.0%)
Слово: Qoxva, Предложенная лемма: qoxa (100.0%)
Слово: Qrisənɩ, Предложенная лемма: qərəвin (66.7%)
Слово: Qrizis, Предложенная лемма: qərquzi (66.7%)
Слово: Qrənsa, Предложенная лемма: qora (100.0%)
Слово: Qrəsnaja, Предложенная лемма: rusnaja (70.0%)
Слово: Quila, Предложенная лемма: qolaj (100.0%)
Слово: Quile, Предложенная лемма: qəluji (100.0%)
Слово: Quille, Предложенная лемма: qullux (100.0%)
Слово: Qujləsar, Предложенная лемма: qujə (100.0%)
Слово: Qullan, Предложенная лемма: qalla (100.0%)
Слово: Qulle, Предложенная лемма: qullux (100.0%)
Слово: Qulloxun, Предложенная лемма: qullux (100.0%)
Слово: Qurdistan, Предложенная лемма: qurdetə (90.0%)
Слово: Quzbas, Предложенная лемма: qaza (100.0%)
Слово: Qərxəni, Предложенная лемма: qərəвin (66.7%)
Слово: Qəvvulivəx, Предложенная лемма: qəvvuxi (81.8%)
Слово: Rabьjь, Предложенная лемма: raj (62.5%)
Слово: Raha, Предложенная лемма: rahţa (100.0%)
Слово: Rajats, Предложенная лемма: rajat (100.0%)
Слово: Rapujьva, Предложенная лемма: rappujь (66.7%)
Слово: Rekord, Предложенная лемма: rikotə (66.7%)
Слово: Rişani, Предложенная лемма: riş (100.0%)
Слово: Rməzta, Предложенная лемма: rmaza (100.0%)
Слово: Roler, Предложенная лемма: rerь (62.5%)
Слово: Rollan, Предложенная лемма: lala (62.5%)
Слово: Romen, Предложенная лемма: rom (100.0%)
Слово: Rono, Предложенная лемма: ironijn (100.0%)
Слово: Rumənija, Предложенная лемма: mənij (66.7%)
Слово: Rumьnija, Предложенная лемма: mənij (66.7%)
Слово: Rumьnijə, Предложенная лемма: mənij (66.7%)
Слово: Rusanov, Предложенная лемма: rusnaja (88.9%)
Слово: Rusejə, Предложенная лемма: rusnaja (75.0%)
Слово: Rusija, Предложенная лемма: rusnaja (75.0%)
