Слово: salьmun, Предложенная лемма: salmanta (100.0%)
Слово: məlxumi, Предложенная лемма: məlxumi (100.0%)
Слово: dramaţьjqaja, Предложенная лемма: draja (70.0%)
Слово: muzej, Предложенная лемма: məjuji (62.5%)
Слово: zillun, Предложенная лемма: zi (100.0%)
Слово: məsmuqi, Предложенная лемма: məsmuqi (100.0%)
Слово: taqqe, Предложенная лемма: taq (100.0%)
Слово: dəmdəgtə, Предложенная лемма: dəm (100.0%)
Слово: cəppəlutə, Предложенная лемма: cəpultə (80.0%)
Слово: cungirri, Предложенная лемма: cingirrə (90.0%)
Слово: qţьte, Предложенная лемма: qţeta (100.0%)
Слово: juməji, Предложенная лемма: əj (100.0%)
Слово: şəвtije, Предложенная лемма: şəвtə (100.0%)
Слово: calluşьvin, Предложенная лемма: calluşь (100.0%)
Слово: muxiвlun, Предложенная лемма: muxə (100.0%)
Слово: zuləli, Предложенная лемма: zulə (100.0%)
Слово: вьţlaвьvan, Предложенная лемма: вţala (100.0%)
Слово: вəxilinvə, Предложенная лемма: вəxilənutə (90.0%)
Слово: magretu, Предложенная лемма: amarat (66.7%)
Слово: tanqistь, Предложенная лемма: itə (100.0%)
Слово: nsьlь, Предложенная лемма: salьjlь (62.5%)
Слово: tənimun, Предложенная лемма: tənə (100.0%)
Слово: məxjirun, Предложенная лемма: məx (100.0%)
Слово: təlpə, Предложенная лемма: tələ (100.0%)
Слово: mujitevə, Предложенная лемма: mijtə (100.0%)
Слово: ţaujьvax, Предложенная лемма: ţaвujь (66.7%)
Слово: məttuvevə, Предложенная лемма: mətə (100.0%)
Слово: dzdьla, Предложенная лемма: duz (100.0%)
Слово: parmujivinvə, Предложенная лемма: parmujь (100.0%)
Слово: huqilə, Предложенная лемма: qələ (62.5%)
Слово: məcuxo, Предложенная лемма: məcuxi (100.0%)
Слово: səpijvəвijux, Предложенная лемма: sijvə (66.7%)
Слово: moja, Предложенная лемма: maja (100.0%)
Слово: pjəştij, Предложенная лемма: pjəşə (100.0%)
Слово: вajьskarь, Предложенная лемма: вajьs (100.0%)
Слово: lotujuta, Предложенная лемма: lotьj (100.0%)
Слово: lizvənə, Предложенная лемма: zvənə (66.7%)
Слово: marqi, Предложенная лемма: marqer (100.0%)
Слово: mplaşa, Предложенная лемма: plaşa (66.7%)
Слово: şijnu, Предложенная лемма: şijrənə (75.0%)
Слово: təhru, Предложенная лемма: təhər (100.0%)
Слово: lixpərə, Предложенная лемма: xpərə (66.7%)
Слово: məjjətə, Предложенная лемма: mjətə (77.8%)
Слово: вrixşivət, Предложенная лемма: rixşə (66.7%)
Слово: quвləlij, Предложенная лемма: qвələ (100.0%)
Слово: mapluşьna, Предложенная лемма: mapşьmmana (70.0%)
Слово: comadan, Предложенная лемма: camadan (100.0%)
Слово: muxвьrralun, Предложенная лемма: muxə (100.0%)
Слово: surtəd, Предложенная лемма: surutə (100.0%)
Слово: quвlevə, Предложенная лемма: qвələ (100.0%)
Слово: şurjelь, Предложенная лемма: şura (100.0%)
Слово: şijkutə, Предложенная лемма: şikutə (66.7%)
Слово: zenənə, Предложенная лемма: əzənə (100.0%)
Слово: вrijşij, Предложенная лемма: вərijjə (90.0%)
Слово: dvəqtij, Предложенная лемма: divə (100.0%)
Слово: lgillə, Предложенная лемма: lə (100.0%)
Слово: rьjxa, Предложенная лемма: rьjşa (75.0%)
Слово: вuşvəqə, Предложенная лемма: вuş (100.0%)
Слово: xurxьrrь, Предложенная лемма: xьrxьrra (100.0%)
Слово: litvə, Предложенная лемма: lviştə (62.5%)
Слово: avuda, Предложенная лемма: av (100.0%)
Слово: şimmit, Предложенная лемма: şimmi (100.0%)
Слово: vijdovə, Предложенная лемма: və (100.0%)
Слово: sundьllelun, Предложенная лемма: sind (100.0%)
Слово: hojava, Предложенная лемма: hava (62.5%)
Слово: kilomeţri, Предложенная лемма: kul (100.0%)
Слово: cinəji, Предложенная лемма: cingirrə (75.0%)
Слово: supitivə, Предложенная лемма: pitvə (66.7%)
Слово: şəpuxe, Предложенная лемма: şəpə (100.0%)
Слово: вazьrxan, Предложенная лемма: вazra (100.0%)
Слово: tammumьlь, Предложенная лемма: tamma (100.0%)
Слово: vagoni, Предложенная лемма: gən (62.5%)
Слово: qassa, Предложенная лемма: qassaв (100.0%)
Слово: prajelь, Предложенная лемма: apra (100.0%)
Слово: pulţena, Предложенная лемма: plaţa (100.0%)
Слово: вərnəşutə, Предложенная лемма: вrunə (100.0%)
Слово: lxpərə, Предложенная лемма: ləxpə (100.0%)
Слово: ьţma, Предложенная лемма: ţama (100.0%)
Слово: rappujь, Предложенная лемма: rappujь (100.0%)
Слово: mətləвi, Предложенная лемма: mətə (100.0%)
Слово: traqtori, Предложенная лемма: traqa (100.0%)
Слово: dirrəmi, Предложенная лемма: dirrəng (88.9%)
Слово: ktьjrelь, Предложенная лемма: kut (100.0%)
Слово: вьţlaвьla, Предложенная лемма: вţala (100.0%)
Слово: qnumi, Предложенная лемма: qonqi (75.0%)
Слово: manevrь, Предложенная лемма: manvurь (100.0%)
Слово: idjuzi, Предложенная лемма: udju (100.0%)
Слово: masjьtanьldənni, Предложенная лемма: masjьtana (100.0%)
Слово: jaddax, Предложенная лемма: jaddana (88.9%)
Слово: tişвuxiəlşimmə, Предложенная лемма: tişвuxtə (69.2%)
Слово: qarqamjatь, Предложенная лемма: iqara (100.0%)
Слово: parmьjavala, Предложенная лемма: parmьjana (81.8%)
Слово: вaşqaвь, Предложенная лемма: вaşurь (66.7%)
Слово: diввijtə, Предложенная лемма: diввə (100.0%)
Слово: həqinnux, Предложенная лемма: həq (100.0%)
Слово: aвur, Предложенная лемма: вurça (100.0%)
Слово: seвarta, Предложенная лемма: sert (66.7%)
Слово: maşmujь, Предложенная лемма: maşuşь (66.7%)
Слово: təgвure, Предложенная лемма: təgвərtə (100.0%)
Слово: tippijli, Предложенная лемма: tippilutə (90.0%)
Слово: isxaq, Предложенная лемма: saqьj (62.5%)
Слово: cəpəlli, Предложенная лемма: pəllə (66.7%)
Слово: aççьzьjva, Предложенная лемма: aççuzь (100.0%)
Слово: purmьla, Предложенная лемма: parmьjana (88.9%)
Слово: axlax, Предложенная лемма: ax (100.0%)
Слово: sərijdə, Предложенная лемма: sərdər (77.8%)
Слово: вrədtə, Предложенная лемма: вrətə (77.8%)
Слово: lşməjjə, Предложенная лемма: şməjjə (70.0%)
Слово: xəxtə, Предложенная лемма: xə (100.0%)
Слово: lьvara, Предложенная лемма: vara (62.5%)
Слово: malpujь, Предложенная лемма: malpujь (100.0%)
Слово: tərsilun, Предложенная лемма: tərsuji (80.0%)
Слово: muddьrralь, Предложенная лемма: umud (100.0%)
Слово: xujli, Предложенная лемма: ijli (62.5%)
Слово: marpьjavala, Предложенная лемма: marьjra (63.6%)
Слово: vəddər, Предложенная лемма: və (100.0%)
Слово: şəqjəti, Предложенная лемма: şəq (100.0%)
Слово: dəjənə, Предложенная лемма: djənə (100.0%)
Слово: jiviili, Предложенная лемма: juvili (75.0%)
Слово: muxlьввьlь, Предложенная лемма: muxə (100.0%)
Слово: tamaxə, Предложенная лемма: tamma (75.0%)
Слово: xmişəjə, Предложенная лемма: xməjə (77.8%)
Слово: ptilun, Предложенная лемма: ptiltə (88.9%)
Слово: jəlpij, Предложенная лемма: jə (100.0%)
Слово: gulşad, Предложенная лемма: gulla (66.7%)
